"URL","ID","Imagen","Descripcion","Precio","Ubicacion","Habitaciones","Banos","Dimension_propiedad","Dimension_terreno","Titulo","Phone1","Phone2","Email","Seller","Tipo_de_vendedor","Estado","Nueva_usada","Type","Venta_Arriendo","Region","Comuna_Ciudad","Parqueaderos","Year","Destacado_Superdestacado","url","seller_id"
77 m2 conformados por amplio living-comedor, cocina definida, 3 dormitorios, 2 baños.<br />
Garage en subsuelo para dos autos.<br />
Amplio y luminoso.<br />
Primer piso<br />
Edificio con todos los servicios.<br />
Referencia Interna : Tera-24741",165000,"Roosevelt, ","3 Dorm.","2","77 m2","77 m2","Apartamento en venta Punta del Este",42499355,,"ventas@infocasas.com.uy","Gary & Otto Negocios Inmobiliarios",,"Buen estado","N/A","Apartamentos","Venta","Punta del Este / Roosevelt","Maldonado","N/A","3","N/A",,
"https://www.infocasas.com.uy/apartamento-en-venta-malvin-1-dormitorio/189758110",189758110,"[""https://cdn2.infocasas.com.uy/repo/img/323_TES-2181-TRA_598.jpg"",""https://cdn2.infocasas.com.uy/repo/img/323_TES-2181-TRA_383.jpg"",""https://cdn2.infocasas.com.uy/repo/img/323_TES-2181-TRA_524.jpg"",""https://cdn2.infocasas.com.uy/repo/img/323_TES-2181-TRA_696.jpg"",""https://cdn2.infocasas.com.uy/repo/img/323_TES-2181-TRA_365.jpg"",""https://cdn2.infocasas.com.uy/repo/img/323_TES-2181-TRA_483.jpg""]","Unidad en segundo piso. 
Living comedor amplio. Recibidor.
Cocina integrada amplia con placares, doble mesada y barra. 
Terraza lavadero.
2 Dormitorios amplios con placares, el principal en suite. 2 Baños completos (1 suite).
Todas las plantas poseen Aire Acondicionado Inverter y Losa Radiante eléctrica (opcional).

Ambientes luminosos y con buenos espacios de circulación. 

Ubicado sobre la calle Amazonas entre la Rambla y Orinoco, con vistas a la playa Malvín, en uno de los lugares más bonitos de nuestra costa por estar justo a la altura de la emblemática Isla de las Gaviotas. Conformado por 7 Pisos, 34 apartamentos de 1, 2 y 3 dormitorios.

Solaris Playa cuenta con barbacoa cerrada con parrillero y piscina abierta climatizada en planta baja.
Vigilancia 24 hs, portero visor y cctv.

Gastos de ocupación 5% 
Garajes opcionales desde u$s 24.000. 
Fecha de estreno Noviembre 2022.

Por mas información comunicarse con Tesouro Negocios Inmobiliarios: *** -*** 2555- *** 
Referencia Interna : Tera-2181",341000,"Malvín, Amazonas esq. Orinoco","2","2","155 m2","155 m2","Apartamento en venta Malvin 1 dormitorio",,,"ventas@infocasas.com.uy","Tesouro",,"Buen estado","N/A","Apartamento","Venta","Montevideo","Malvín",,"2023",,,
"https://www.infocasas.com.uy/peninsula-sobre-gorlero-exclente-ubicacion-a-metros-del-puerto/191042183?gclid=d41b8889b6",191042183,"[""https://cdn2.infocasas.com.uy/repo/img/173608434_MOP-309-TRA_280.jpg"",""https://cdn2.infocasas.com.uy/repo/img/173608434_MOP-309-TRA_967.jpg"",""https://cdn2.infocasas.com.uy/repo/img/173608434_MOP-309-TRA_543.jpg"",""https://cdn2.infocasas.com.uy/repo/img/173608434_MOP-309-TRA_342.jpg"",""https://cdn2.infocasas.com.uy/repo/img/173608434_MOP-309-TRA_580.jpg"",""https://cdn2.infocasas.com.uy/repo/img/173608434_MOP-309-TRA_722.jpg"",""https://cdn2.infocasas.com.uy/repo/img/173608434_MOP-309-TRA_782.jpg"",""https://cdn2.infocasas.com.uy/repo/img/173608434_MOP-309-TRA_627.jpg"",""https://cdn2.infocasas.com.uy/repo/img/173608434_MOP-309-TRA_905.jpg"",""https://cdn2.infocasas.com.uy/repo/img/173608434_MOP-309-TRA_298.jpg"",""https://cdn2.infocasas.com.uy/repo/img/173608434_MOP-309-TRA_202.jpg"",""https://cdn2.infocasas.com.uy/repo/img/173608434_MOP-309-TRA_236.jpg"",""https://cdn2.infocasas.com.uy/repo/img/173608434_MOP-309-TRA_600.jpg"",""https://cdn2.infocasas.com.uy/repo/img/173608434_MOP-309-TRA_510.jpg"",""https://cdn2.infocasas.com.uy/repo/img/173608434_MOP-309-TRA_989.jpg""]","Local de 176 metros esquina con depósitos excelente planta con terraza. Baño, cocina, muy buen estado solida construcción. 

Estratégicamente ubicado a metros del puerto sobre Avda Gorlero 

Alquiler anual U$S 30.000

consulte!
Referencia Interna : Tera-309",30000,"Península, Península. Punta del Este",,"1",,,"Peninsula sobre Gorlero exclente ubicacion a metros del puerto",95742939,,,"Martin Olivera Propiedades",,"Buen estado","N/A","Local Comercial","Venta","Maldonado","Península",,,,"https://www.infocasas.com.uy/peninsula-sobre-gorlero-exclente-ubicacion-a-metros-del-puerto/191042183?gclid=d41b8889b6",
"https://www.infocasas.com.uy/venta-chacra-6-has-en-camino-medellin-la-boyita/190164340",190164340,"[""https://cdn2.infocasas.com.uy/repo/img/173197988_CW192636_290.jpg"",""https://cdn2.infocasas.com.uy/repo/img/173197988_CW192636_70.jpg"",""https://cdn2.infocasas.com.uy/repo/img/173197988_CW192636_959.jpg"",""https://cdn2.infocasas.com.uy/repo/img/173197988_CW192636_871.jpg"",""https://cdn2.infocasas.com.uy/repo/img/173197988_CW192636_697.jpg"",""https://cdn2.infocasas.com.uy/repo/img/173197988_CW192636_714.jpg"",""https://cdn2.infocasas.com.uy/repo/img/173197988_CW192636_297.jpg"",""https://cdn2.infocasas.com.uy/repo/img/173197988_CW192636_228.jpg"",""https://cdn2.infocasas.com.uy/repo/img/173197988_CW192636_952.jpg"",""https://cdn2.infocasas.com.uy/repo/img/173197988_CW192636_570.jpg"",""https://cdn2.infocasas.com.uy/repo/img/173197988_CW192636_998.jpg"",""https://cdn2.infocasas.com.uy/repo/img/173197988_CW192636_493.jpg"",""https://cdn2.infocasas.com.uy/repo/img/173197988_CW192636_846.jpg"",""https://cdn2.infocasas.com.uy/repo/img/173197988_CW192636_204.jpg"",""https://cdn2.infocasas.com.uy/repo/img/173197988_CW192636_805.jpg""]","Chacra tradicional con un toque moderno. Ubicado entre La Barra y José Ignacio 6 has de tierras y 450 m2 edificados en una sola planta con 7 dormitorios y 8 baños. Excelente áreas comunes: Living, comedor interior y dos comedores exteriores. Piscina infinita. Casa de caseros.<br><br>6 has / 5.774 m2 / 8 dormitorios, 7 en suits / 8 baños <br>(CW192636)",1500000,"Laguna de Jose Ignacio, Camino De La Magdalena","6 Ambientes","3","450 m2","5.774 m2","Venta Chacra 6 has en Camino Medellin La Boyita",95882527,27106994,"ventas@infocasas.com.uy","KW One Montevideo",,"Buen estado","N/A","Chacras o Campos","Venta","José Ignacio / Laguna de Jose Ignacio",,"N/A","2000","N/A",,
"https://www.infocasas.com.uy/casa-la-barra/186676986",186676986,"[""https://cdn2.infocasas.com.uy/web/60a604cd55289_infocdn.jpg"",""https://cdn2.infocasas.com.uy/web/60a604ce1f023_infocdn.jpg"",""https://cdn2.infocasas.com.uy/web/60a604ceb74ea_infocdn.jpg"",""https://cdn2.infocasas.com.uy/web/60a604cf6202b_infocdn.jpg"",""https://cdn2.infocasas.com.uy/web/60a604d0062a5_infocdn.jpg"",""https://cdn2.infocasas.com.uy/web/60a604d0a84f9_infocdn.jpg"",""https://cdn2.infocasas.com.uy/web/60a604d14ade0_infocdn.jpg"",""https://cdn2.infocasas.com.uy/web/60a604d20a9f3_infocdn.jpg"",""https://cdn2.infocasas.com.uy/web/60a604d2a9b06_infocdn.jpg"",""https://cdn2.infocasas.com.uy/web/60a604d34ce93_infocdn.jpg"",""https://cdn2.infocasas.com.uy/web/60a604d3dda8f_infocdn.jpg"",""https://cdn2.infocasas.com.uy/web/60a604d478f1b_infocdn.jpg"",""https://cdn2.infocasas.com.uy/web/60a604d5156c4_infocdn.jpg"",""https://cdn2.infocasas.com.uy/web/60a604d5bd73d_infocdn.jpg"",""https://cdn2.infocasas.com.uy/web/60a604d662598_infocdn.jpg""]","            CASA A ESTRENAR DE CONCRETO Y PLANCHADA CON ABERTURAS DE ALUMINIO  ORIENTADA AL NORTE CON VISTA AMPLIA A LAS SERRANIAS, CON LIVING Y COMEDOR Y TOILETTE DE VISITAS,  CON 2 DORMITORIOS Y 2 BAÑOS EN SUITE, COCINA AMPLIA INTEGRADA Y SALIDA AL AMPLIO JARDIN ORIENTADO AL NORTE. ESTUFA DE LEÑA Y MUY ACOGEDORA EN GRAL. PREPARADA ESTRUCTURALMENTE PARA CONSTRUIR OTRO PISO ENCIMA DE LA MISMA MANERA. ALQUILER U$S 10.000 ANUALES.",145000,"La Barra, MIRAMAR ACRES CASA NUEVA","2","2","106 m2","600 m2","Casa - La Barra",,,"ventas@infocasas.com.uy","Inmobiliaria Gonzalo Vidal",,"A estrenar","N/A","Casa","Venta","Maldonado","La Barra",,,,,
"https://www.infocasas.com.uy/apartamento-en-venta-de-3-dormitorios-en-torre-marigot-punta-del-este/191394269",191394269,"[""https://cdn2.infocasas.com.uy/repo/img/599524_PAR-3965-TRA_985.jpg"",""https://cdn2.infocasas.com.uy/repo/img/599524_PAR-3965-TRA_381.jpg"",""https://cdn2.infocasas.com.uy/repo/img/599524_PAR-3965-TRA_534.jpg"",""https://cdn2.infocasas.com.uy/repo/img/599524_PAR-3965-TRA_166.jpg"",""https://cdn2.infocasas.com.uy/repo/img/599524_PAR-3965-TRA_35.jpg"",""https://cdn2.infocasas.com.uy/repo/img/599524_PAR-3965-TRA_67.jpg"",""https://cdn2.infocasas.com.uy/repo/img/599524_PAR-3965-TRA_380.jpg"",""https://cdn2.infocasas.com.uy/repo/img/599524_PAR-3965-TRA_867.jpg"",""https://cdn2.infocasas.com.uy/repo/img/599524_PAR-3965-TRA_853.jpg"",""https://cdn2.infocasas.com.uy/repo/img/599524_PAR-3965-TRA_474.jpg"",""https://cdn2.infocasas.com.uy/repo/img/599524_PAR-3965-TRA_794.jpg"",""https://cdn2.infocasas.com.uy/repo/img/599524_PAR-3965-TRA_418.jpg"",""https://cdn2.infocasas.com.uy/repo/img/599524_PAR-3965-TRA_539.jpg""]","Torre Marigot 

- Semipiso en venta, piso alto 
- Increíble vista a Playa Brava, Playa Mansa y bosque 
- 3 dormitorios, 1 en suite 
- Gran living comedor con salida a terraza cerrada 
- Toilette de recepción 
- Cocina amplia bien equipada con comedor diario 
- Baño de servicio y lavadero 
- Doble garaje en subsuelo con baulera 

Excelentes amenities: 
- Servicio de mucama 
- WiFi en planta baja 
- Gimnasio 
- Sauna 
- Jacuzzi 
- Piscina 
- Barbacoa 
- Vigilancia y portería permanente 

Parolin and Asociados Propiedades 
Consulte con nuestros asesores
Referencia Interna : Tera-3965",510000,"Roosevelt, Roosevelt, Punta del Este.","3","2","200 m2","200 m2","Apartamento en venta de 3 dormitorios en torre Marigot, Punta del Este.",99904109,,,"PAROLIN & ASOCIADOS PROPIEDADES",,"Buen estado","N/A","Apartamento","Venta","Maldonado","Roosevelt","2","2003",,"https://www.infocasas.com.uy/apartamento-en-venta-de-3-dormitorios-en-torre-marigot-punta-del-este/191394269","599524"
"https://www.infocasas.com.uy/casa-en-mansa-3-dormitorios-y-servicio-con-piscina/187490705",187490705,"[""https://cdn2.infocasas.com.uy/repo/img/798108_18601422_36.jpg"",""https://cdn2.infocasas.com.uy/repo/img/798108_18601422_518.jpg"",""https://cdn2.infocasas.com.uy/repo/img/798108_18601422_481.jpg"",""https://cdn2.infocasas.com.uy/repo/img/798108_18601422_58.jpg"",""https://cdn2.infocasas.com.uy/repo/img/798108_18601422_613.jpg"",""https://cdn2.infocasas.com.uy/repo/img/798108_18601422_707.jpg"",""https://cdn2.infocasas.com.uy/repo/img/798108_18601422_291.jpg"",""https://cdn2.infocasas.com.uy/repo/img/798108_18601422_360.jpg"",""https://cdn2.infocasas.com.uy/repo/img/798108_18601422_613.jpg"",""https://cdn2.infocasas.com.uy/repo/img/798108_18601422_389.jpg"",""https://cdn2.infocasas.com.uy/repo/img/798108_18601422_227.jpg"",""https://cdn2.infocasas.com.uy/repo/img/798108_18601422_938.jpg"",""https://cdn2.infocasas.com.uy/repo/img/798108_18601422_22.jpg"",""https://cdn2.infocasas.com.uy/repo/img/798108_18601422_380.jpg"",""https://cdn2.infocasas.com.uy/repo/img/798108_18601422_979.jpg"",""https://cdn2.infocasas.com.uy/repo/img/798108_18601422_575.jpg"",""https://cdn2.infocasas.com.uy/repo/img/798108_18601422_871.jpg"",""https://cdn2.infocasas.com.uy/repo/img/798108_18601422_561.jpg"",""https://cdn2.infocasas.com.uy/repo/img/798108_18601422_594.jpg"",""https://cdn2.infocasas.com.uy/repo/img/798108_18601422_165.jpg"",""https://cdn2.infocasas.com.uy/repo/img/798108_18601422_651.jpg"",""https://cdn2.infocasas.com.uy/repo/img/798108_18601422_966.jpg"",""https://cdn2.infocasas.com.uy/repo/img/798108_18601422_841.jpg"",""https://cdn2.infocasas.com.uy/repo/img/798108_18601422_354.jpg""]","Casa en zona de la Mansa a dos cuadras del mar, 4 dormitorios, 3 baños, 2 en suite, oficina, cuarto y baño de servicio incorporado a la casa, living-comedor amplio con estufa a leña y cocina independiente.
 
Posee además parrillero techado, baño exterior, hermoso jardin y pileta para niños.
 
Tiene 2 TV plasma, 2 heladeras con freezer, lavavajillas, cocina, lavarropa, secarropa, y cada cuarto tiene aire acondicionado y cada baño calefón.
 
La casa cuenta con alarma con respuesta, cable y wi-fi.
 
La casa fue parcialmente reciclada, pisos de madera en toda la planta baja, quedando sólo sin cubrir por ahora la planta alta que es donde esta el cuarto principal.
 
También se reformó la cocina.",2750,"Punta del Este, ","4","3",,,"Casa en Mansa 3 dormitorios y servicio con piscina",,,"ventas@infocasas.com.uy","Inmobiliaria  faro",,"Buen estado","N/A","Casa","Venta","Maldonado","Punta del Este",,,"Ficha externa",,
"https://www.infocasas.com.uy/casa-lugano-4-dormitorios-play-room-jardin-piscina/190079040",190079040,"[""https://cdn2.infocasas.com.uy/web/63a43bc677fed_infocdn.jpg"",""https://cdn2.infocasas.com.uy/web/63a43bdc2e677_infocdn.jpg"",""https://cdn2.infocasas.com.uy/web/63a43be0ca17f_infocdn.jpg"",""https://cdn2.infocasas.com.uy/web/63a43be531682_infocdn.jpg"",""https://cdn2.infocasas.com.uy/web/63a43be9ec3b6_infocdn.jpg"",""https://cdn2.infocasas.com.uy/web/63a43bef2fa55_infocdn.jpg"",""https://cdn2.infocasas.com.uy/web/63a43bf740822_infocdn.jpg"",""https://cdn2.infocasas.com.uy/web/63a43c0394784_infocdn.jpg"",""https://cdn2.infocasas.com.uy/web/63a43c089151b_infocdn.jpg"",""https://cdn2.infocasas.com.uy/web/63a43c0c4d015_infocdn.jpg"",""https://cdn2.infocasas.com.uy/web/63a43c101ba78_infocdn.jpg"",""https://cdn2.infocasas.com.uy/web/63a43c13d1030_infocdn.jpg"",""https://cdn2.infocasas.com.uy/web/63a43c17c5cc2_infocdn.jpg"",""https://cdn2.infocasas.com.uy/web/63a43c1c9b179_infocdn.jpg"",""https://cdn2.infocasas.com.uy/web/63a43c210bdf1_infocdn.jpg""]","Lindísima casa en barrio Lugano&nbsp; a 1 cuadra de Av. Laureano Alonso Pérez&nbsp;excelente zona próxima a colegios, clubes y comerciosSuper luminosa, excelente pulmón de manzana, todo verdeLiving comedor amplio con estufa a leña y jardín de inviernotoiletteCocina con isla y comedor de diario con acceso independiente desde la cocheralavadero grandeDormitorio de servicio con bañoHall de distribución4 grandes dormitorios (ppal en suite con vestidor)Jardín&nbsp;PiscinaBarbacoa con horno de barro y bañopérgolariegoalarmaAire acondicionadoslosa radiante sectorizadaImpecable ! ConsulteMartillero Responsable: Mariano Carro C.S.I: 3687",790000,"Lugano, le mans","4","3","400 m2","2.400 m2","Casa - Lugano  - 4 dormitorios - Play room - jardin - piscina",,,"ventas@infocasas.com.uy","Organización Acassuso Propiedades",,"Excelente estado","N/A","Casa","Venta","Maldonado","Lugano","1","2003",,,
"https://www.infocasas.com.uy/venta-monoambiente-pocitos/189404946",189404946,"[""https://cdn2.infocasas.com.uy/repo/img/3bd784a3b2186782b4c129d592c173a8985a0282.jpg"",""https://cdn2.infocasas.com.uy/repo/img/877659e8161ec77724c1853ee94f97c40f2beaba.jpg"",""https://cdn2.infocasas.com.uy/repo/img/d10cb0f16b6f62923bcef4885847daa3d4cd0435.jpg"",""https://cdn2.infocasas.com.uy/repo/img/2ae0b81449e502e8584265f09107ccc5bced4143.jpg"",""https://cdn2.infocasas.com.uy/repo/img/7892a08682cfd2168b0f4d5622633c1ed40a0309.jpg"",""https://cdn2.infocasas.com.uy/repo/img/9e165847a880ba5603d3ed96625b9d33d848971a.jpg"",""https://cdn2.infocasas.com.uy/repo/img/c782a19349e9663f946649541eb55ad358076c26.jpg"",""https://cdn2.infocasas.com.uy/repo/img/ccf1fc2d737ee85227b457bff3fbbeec95bfa706.jpg"",""https://cdn2.infocasas.com.uy/repo/img/3ea8ee29101ec9e959fcee2d21333301bdc60ef2.jpg"",""https://cdn2.infocasas.com.uy/repo/img/913c689022ed319e3516bdcb347104c02c3244ac.jpg"",""https://cdn2.infocasas.com.uy/repo/img/6436f6e8c75e8cd2eaad21ce2ec453aabf6ac7b9.jpg"",""https://cdn2.infocasas.com.uy/repo/img/1c898e0bfa4c58a0ccdf443d861f01f1069bf7a7.jpg"",""https://cdn2.infocasas.com.uy/repo/img/4c14b878f7b0dbdb26b3965d9922c1f89b335d79.jpg"",""https://cdn2.infocasas.com.uy/repo/img/f878547e58b56d8719dc8ae502a025ecf9da0acd.jpg"",""https://cdn2.infocasas.com.uy/repo/img/377f77257285e0e5435fb272cc0abd25f8ab4b20.jpg""]","Monoambiente ubicado en Benito Blanco esquina Osorio, piso alto al frente muy luminoso. Se encuentre alquilado en $ 15.500Contribución anual $ 8.460Coordine su visitaKosak Inversiones Inmobiliarias",89000,"Pocitos, Benito Blanco esquina Osorio",,"1","29 m2",,"Venta Monoambiente Pocitos",,,"ventas@infocasas.com.uy","Kosak Inversiones Inmobiliarias",,"Buen estado","N/A","Apartamento","Venta","Montevideo","Pocitos",,"1970",,,
"https://www.infocasas.com.uy/apartamento-en-venta-mansa-3-dormitorios/190116453?gclid=cb39b94c52e619",190116453,"[""https://cdn2.infocasas.com.uy/repo/img/173441013_GAL-1141-TRA_698.jpg"",""https://cdn2.infocasas.com.uy/repo/img/173441013_GAL-1141-TRA_917.jpg"",""https://cdn2.infocasas.com.uy/repo/img/173441013_GAL-1141-TRA_882.jpg"",""https://cdn2.infocasas.com.uy/repo/img/173441013_GAL-1141-TRA_919.jpg"",""https://cdn2.infocasas.com.uy/repo/img/173441013_GAL-1141-TRA_740.jpg"",""https://cdn2.infocasas.com.uy/repo/img/173441013_GAL-1141-TRA_985.jpg"",""https://cdn2.infocasas.com.uy/repo/img/173441013_GAL-1141-TRA_232.jpg"",""https://cdn2.infocasas.com.uy/repo/img/173441013_GAL-1141-TRA_760.jpg"",""https://cdn2.infocasas.com.uy/repo/img/173441013_GAL-1141-TRA_20.jpg"",""https://cdn2.infocasas.com.uy/repo/img/173441013_GAL-1141-TRA_378.jpg"",""https://cdn2.infocasas.com.uy/repo/img/173441013_GAL-1141-TRA_494.jpg"",""https://cdn2.infocasas.com.uy/repo/img/173441013_GAL-1141-TRA_293.jpg"",""https://cdn2.infocasas.com.uy/repo/img/173441013_GAL-1141-TRA_140.jpg"",""https://cdn2.infocasas.com.uy/repo/img/173441013_GAL-1141-TRA_569.jpg"",""https://cdn2.infocasas.com.uy/repo/img/173441013_GAL-1141-TRA_16.jpg""]","Venta de apartamento esquinero en Punta del Este, Playa Mansa. 
Ubicado en punto estratégico, consta de 3 dormitorios en suite más toilette. Excelente distribución, living comedor, cocina totalmente definida, comedor diario, entrada de servicio.. 
Amplia terraza con Jacuzzi, vista al puerto y playa mansa. 
Torre de categoría con excelentes servicios. 
Consúltenos

Las imágenes y los metrajes establecidos en las publicaciones son ilustrativos y pueden no coincidir con la realidad. La empresa no se hace responsable por diferencias en metrajes ni estado actual de los bienes muebles e inmuebles.
Referencia Interna : Tera-1141",0,"Playa Mansa, calle miami y biarritz","3","4","170 m2","170 m2","Apartamento en venta Mansa 3 dormitorios",96988862,,,"GALE PROPIEDADES & ESCRIBANIA",,"Buen estado","N/A","Apartamento","Venta","Maldonado","Playa Mansa","1",,,"https://www.infocasas.com.uy/apartamento-en-venta-mansa-3-dormitorios/190116453?gclid=cb39b94c52e619","173441013"
"https://www.infocasas.com.uy/torre-lobos/190381457",190381457,"[""https://cdn2.infocasas.com.uy/repo/img/173825159_RES-108-TRA_427.jpg"",""https://cdn2.infocasas.com.uy/repo/img/173825159_RES-108-TRA_137.jpg"",""https://cdn2.infocasas.com.uy/repo/img/173825159_RES-108-TRA_619.jpg"",""https://cdn2.infocasas.com.uy/repo/img/173825159_RES-108-TRA_76.jpg"",""https://cdn2.infocasas.com.uy/repo/img/173825159_RES-108-TRA_250.jpg"",""https://cdn2.infocasas.com.uy/repo/img/173825159_RES-108-TRA_197.jpg"",""https://cdn2.infocasas.com.uy/repo/img/173825159_RES-108-TRA_58.jpg"",""https://cdn2.infocasas.com.uy/repo/img/173825159_RES-108-TRA_598.jpg"",""https://cdn2.infocasas.com.uy/repo/img/173825159_RES-108-TRA_876.jpg"",""https://cdn2.infocasas.com.uy/repo/img/173825159_RES-108-TRA_582.jpg"",""https://cdn2.infocasas.com.uy/repo/img/173825159_RES-108-TRA_393.jpg"",""https://cdn2.infocasas.com.uy/repo/img/173825159_RES-108-TRA_849.jpg"",""https://cdn2.infocasas.com.uy/repo/img/173825159_RES-108-TRA_392.jpg"",""https://cdn2.infocasas.com.uy/repo/img/173825159_RES-108-TRA_618.jpg"",""https://cdn2.infocasas.com.uy/repo/img/173825159_RES-108-TRA_434.jpg""]","Apartamento en Brava - Punta del Este

Unidad de 3 Dormitorios 5 Baños 3 Suites , con capacidad para 8 personas , 6 camas 
Cocina : Grande, Living , Comedor 
Superficie : 200 m2 

Consulte con nuestros asesores.
Referencia Interna : Tera-108",5500,"Playa Brava, ","3","5","200 m2","200 m2","Torre Lobos",59898032193,,,"Resok Real Estate",,"Buen estado","N/A","Apartamento","Venta","Maldonado","Playa Brava","1",,,,
"https://www.infocasas.com.uy/vendo-apto-en-pb1dor-y-dems-comodidadespronto-para-ocuparsin-deudascoln/189808035",189808035,"[""https://cdn2.infocasas.com.uy/repo/img/6343f43b8e7f2_295508476_5091246600997308_4316160395899974652_n.jpg"",""https://cdn2.infocasas.com.uy/repo/img/6343f43c52837_295530869_5091246074330694_8051865419291993013_n.jpg"",""https://cdn2.infocasas.com.uy/repo/img/6343f43d13e1d_295796024_5091246244330677_8417612980120198824_n.jpg"",""https://cdn2.infocasas.com.uy/repo/img/6343f43e0b312_295796024_5091246244330677_8417612980120198824_n.jpg"",""https://cdn2.infocasas.com.uy/repo/img/6343f43eca93d_295744356_5091246510997317_3719068404376071091_n.jpg"",""https://cdn2.infocasas.com.uy/repo/img/6343f43fbeb30_295811429_5091246387663996_1433061801068329042_n.jpg"",""https://cdn2.infocasas.com.uy/repo/img/6343f440bfc2b_295693289_5091246320997336_3333246145379841437_n.jpg"",""https://cdn2.infocasas.com.uy/repo/img/6343f44187e70_295508476_5091246600997308_4316160395899974652_n.jpg""]","DUEÑO VENDE APTO.
EN PB.
1DOR 
LIV /COM.
COCINA 
LAVADERO 
BAÑO .
 MUY LUMINOSO Y VENTILADO.
EN PERFECTO ESTADO .
PISOS CERAMICOS 
BUENA LOCOMOCÍÓN .
ESCUELA ,COMERCIOS PARADA DE BUS ( TODO CERCA)
PAPELES TODOS AL DÍA .
SIN DEUDAS. 
ZONA COLÓN 
COM.AMÉRICA.
CONTACTO. CEL.",1,"Montevideo, ",,"1",,,"VENDO APTO EN PB.*********
1DOR Y DEMÁS COMODIDADES
PRONTO PARA OCUPAR
SIN DEUDAS.**COLÓN .***",,,"ventas@infocasas.com.uy","Facebook",,"Buen estado","N/A","Apartamento","Venta","Montevideo","Montevideo",,,"Ficha externa",,
"https://www.infocasas.com.uy/apartamento-de-1-dormitorio-en-venta-centro-montevideo-aap5579813/190641510",190641510,"[""https://cdn2.infocasas.com.uy/web/65324b34a8ac2_infocdn.jpg"",""https://cdn2.infocasas.com.uy/web/65324b37efbf8_infocdn.jpg"",""https://cdn2.infocasas.com.uy/web/65324b3b8a4f3_infocdn.jpg"",""https://cdn2.infocasas.com.uy/web/65324b3f1a50d_infocdn.jpg"",""https://cdn2.infocasas.com.uy/web/65324b4294126_infocdn.jpg"",""https://cdn2.infocasas.com.uy/web/65324b461f2de_infocdn.jpg"",""https://cdn2.infocasas.com.uy/web/65324b49963b0_infocdn.jpg"",""https://cdn2.infocasas.com.uy/web/65324b4d1ff37_infocdn.jpg"",""https://cdn2.infocasas.com.uy/web/65324b5091770_infocdn.jpg"",""https://cdn2.infocasas.com.uy/web/65324b541b4be_infocdn.jpg""]","La construcción de los edificios de alta gama y construcción tradicional  constará de 6 niveles en Torre 1 y 10 niveles en Torre 2, con 95 unidades en total, 49 lugares de estacionamiento y 3 locales comerciales. Con apartamentos de 1 dormitorio disponibles.                    Presentamos una opción segura, con espacios pensados para el día a día, bajo mantenimiento y sustentables.&nbsp;Ubicado en el centro de Montevideo, a unos pazos de 18 de Julio, cerca de todos los servicios, colegios, tiendas, plazas y bares.&nbsp;Amenities:-Parrillero-Gimnasio-Lavadero-SUM-AscensorApartamento a estrenar en Marzo 2026Ocupación y conexiones 3%Formas de Pago80%  Contado20 % Contra entregaPlazo de obra10% Boleto de obra:30% Plazo de obra60% Contra entregaHacé tu consulta o agendá una visita a la propiedad, estamos a disposición para ayudarte a tomar la mejor decisión.&nbsp;Seguinos en las redes y entérate primero los nuevos lanzamientos y promociones exclusivas !!El proyecto se realiza al amparo de la Ley 18.795 (ley de promoción de viviendas de interés social) por lo que cuenta con:&nbsp;- Exoneración del ITP&nbsp;- Exoneración de IRAE/IRPF a las rentas generadas de los alquileres por 10 años&nbsp;- Exoneración del IP por 10 años&nbsp;La información contenida en el presente documento ha sido suministrada por el propietario del inmueble.&nbsp;Alvicor Propiedades no se responsabiliza por algún cambio, diferencia o modificación del presente documento.&nbsp;Honorarios inmobiliarios por compra o venta: 3 % + iva a pagar con el compromiso.&nbsp;Honorarios inmobiliarios por alquiler: 1 mes de alquiler + iva a pagar con la firma del contrato.&nbsp;El pago de honorarios se realiza conjuntamente con la firma del compromiso o compraventa.ALVICOR PROPIEDADESAfiliado a la Asociación de Inmobiliarias del Uruguay (ADIU)&nbsp;Registro Nacional de Operadores Inmobiliarios N° 1289ABU52836 AP*** ",110900,"Centro, Apartamento de 1  Dormitorio en Venta, Centro Montevideo - Unidad 403 T2","1","1","38 m2",,"Apartamento de 1  Dormitorio en Venta, Centro Montevideo  AAP5579813",99000065,,,"Alvicor Propiedades",,"En construcción","N/A","Apartamento","Venta","Montevideo","Centro",,"2024",,"https://www.infocasas.com.uy/apartamento-de-1-dormitorio-en-venta-centro-montevideo-aap5579813/190641510",
